['com.alibaba.sdk', '1.65', 29],
['com.alibaba.sdk', 'funshion.com', 1],
['com.alibaba.sdk', 'aliyuncs.com', 25],
['com.alibaba.sdk', 'umeng.com', 6],
['com.alibaba.sdk', 'umsns.com', 1],
['com.alibaba.sdk', 'xqmob.com', 2],
['com.alibaba.sdk', '1.1', 13],
['com.alibaba.sdk', 'ctobsnssdk.com', 4],
['com.alibaba.sdk', '234.145', 5],
['com.umeng.commonsdk', 'zhengzhaoxi.com', 1],
['com.umeng.commonsdk', 'meizu.com', 2],
['com.umeng.commonsdk', 'umeng.com', 80],
['com.umeng.commonsdk', 'funshion.com', 1],
['com.umeng.commonsdk', 'yximgs.com', 5],
['com.umeng.commonsdk', 'qq.com', 28],
['com.umeng.commonsdk', 'gdtimg.com', 2],
['com.umeng.commonsdk', 'oupeng.com', 1],
['com.umeng.commonsdk', 'ludashi.com', 3],
['com.umeng.commonsdk', 'snssdk.com', 3],
['com.umeng.commonsdk', 'jpush.cn', 3],
['com.umeng.commonsdk', 'unity3d.com', 2],
['com.umeng.commonsdk', 'hljetckc.cn', 1],
['com.umeng.commonsdk', 'com.hk', 1],
['com.umeng.commonsdk', 'flurry.com', 1],
['com.umeng.commonsdk', 'peake.com.cn', 3],
['com.umeng.commonsdk', 'cbcday.com', 1],
['com.umeng.commonsdk', 'mobkeeper.com', 1],
['com.umeng.commonsdk', 'baidu.com', 2],
['com.umeng.commonsdk', 'ctobsnssdk.com', 7],
['com.umeng.commonsdk', 'aliyuncs.com', 3],
['com.umeng.commonsdk', 'uc.cn', 2],
['com.umeng.commonsdk', '3gu.com', 2],
['com.umeng.commonsdk', 'shengyaoo.com', 1],
['com.umeng.commonsdk', 'wlanbanlv.com', 2],
['com.umeng.commonsdk', 'taobao.com', 3],
['com.umeng.commonsdk', 'qszzz.cn', 4],
['com.umeng.commonsdk', 'pstatp.com', 1],
['com.umeng.commonsdk', 'umsns.com', 1],
['com.umeng.commonsdk', 'amap.com', 1],
['com.umeng.commonsdk', 'gzsrun.cn', 1],
['com.umeng.commonsdk', 'xiaoyuanjijiehao.com', 1],
['com.umeng.commonsdk', 'fraudmetrix.cn', 1],
['com.baidu.ocr', 'umeng.com', 1],
['com.baidu.ocr', 'zhengzhaoxi.com', 1],
['com.uc.crashsdk', 'umeng.com', 31],
['com.uc.crashsdk', 'iflytek.com', 1],
['com.uc.crashsdk', 'saikr.com', 1],
['com.uc.crashsdk', 'funshion.com', 1],
['com.uc.crashsdk', 'qq.com', 30],
['com.uc.crashsdk', '2345cdn.net', 1],
['com.uc.crashsdk', 'amap.com', 4],
['com.uc.crashsdk', 'ucweb.com', 2],
['com.uc.crashsdk', 'alipay.com', 3],
['com.uc.crashsdk', 'gdtimg.com', 5],
['com.uc.crashsdk', 'sm.cn', 3],
['com.uc.crashsdk', 'uc.cn', 4],
['com.uc.crashsdk', 'mobkeeper.com', 1],
